[INFO ] 2023-01-31T06:59:37,859Z [Test worker] internal.TestCordappImpl. - Generating CorDapp jar from local project in /Users/peter.li/Desktop/obligation-cordapp/workflows ... {}
[INFO ] 2023-01-31T07:40:05,648Z [Connection worker] internal.TestCordappImpl. - Resolve files of :workflows:kotlinCompilerPluginClasspath {}
[INFO ] 2023-01-31T07:40:05,648Z [Connection worker] internal.TestCordappImpl. - Task :workflows:compileKotlin {}
[INFO ] 2023-01-31T07:40:05,648Z [Connection worker] internal.TestCordappImpl. - Resolve dependencies of :workflows:compileClasspath {}
[INFO ] 2023-01-31T07:40:05,668Z [Connection worker] internal.TestCordappImpl. - Task :workflows:compileKotlin {}
[INFO ] 2023-01-31T07:40:05,669Z [Connection worker] internal.TestCordappImpl. - Resolve files of :workflows:compileClasspath {}
[INFO ] 2023-01-31T07:40:05,669Z [Connection worker] internal.TestCordappImpl. - Task :workflows:compileKotlin {}
[INFO ] 2023-01-31T07:40:05,669Z [Connection worker] internal.TestCordappImpl. - Resolve files of :workflows:compileClasspath {}
[INFO ] 2023-01-31T07:40:05,669Z [Connection worker] internal.TestCordappImpl. - Task :workflows:compileKotlin {}
[INFO ] 2023-01-31T07:40:05,679Z [Connection worker] internal.TestCordappImpl. - Resolve files of :workflows:kotlinCompilerPluginClasspath {}
[INFO ] 2023-01-31T07:40:05,679Z [Connection worker] internal.TestCordappImpl. - Task :workflows:compileKotlin {}
[INFO ] 2023-01-31T07:40:05,679Z [Connection worker] internal.TestCordappImpl. - Run tasks {}
[INFO ] 2023-01-31T07:40:05,679Z [Connection worker] internal.TestCordappImpl. - Task :workflows:compileJava {}
[INFO ] 2023-01-31T07:40:05,690Z [Connection worker] internal.TestCordappImpl. - Run tasks {}
[INFO ] 2023-01-31T07:40:05,690Z [Connection worker] internal.TestCordappImpl. - Task :workflows:processResources {}
[INFO ] 2023-01-31T07:40:05,690Z [Connection worker] internal.TestCordappImpl. - Run tasks {}
[INFO ] 2023-01-31T07:40:05,690Z [Connection worker] internal.TestCordappImpl. - Task :workflows:classes {}
[INFO ] 2023-01-31T07:40:05,690Z [Connection worker] internal.TestCordappImpl. - Run tasks {}
[INFO ] 2023-01-31T07:40:05,690Z [Connection worker] internal.TestCordappImpl. - Task :workflows:configureCordappFatJar {}
[INFO ] 2023-01-31T07:40:05,690Z [Connection worker] internal.TestCordappImpl. - Resolve dependencies of :workflows:runtime {}
[INFO ] 2023-01-31T07:40:05,723Z [Connection worker] internal.TestCordappImpl. - Task :workflows:configureCordappFatJar {}
[INFO ] 2023-01-31T07:40:05,724Z [Connection worker] internal.TestCordappImpl. - Resolve files of :workflows:runtime {}
[INFO ] 2023-01-31T07:40:05,732Z [Connection worker] internal.TestCordappImpl. - Task :workflows:configureCordappFatJar {}
[INFO ] 2023-01-31T07:40:05,733Z [Connection worker] internal.TestCordappImpl. - Resolve files of :workflows:runtime {}
[INFO ] 2023-01-31T07:40:05,733Z [Connection worker] internal.TestCordappImpl. - Task :workflows:configureCordappFatJar {}
[INFO ] 2023-01-31T07:40:05,733Z [Connection worker] internal.TestCordappImpl. - Resolve files of :workflows:runtime {}
[INFO ] 2023-01-31T07:40:05,733Z [Connection worker] internal.TestCordappImpl. - Task :workflows:configureCordappFatJar {}
[INFO ] 2023-01-31T07:40:05,733Z [Connection worker] internal.TestCordappImpl. - Resolve files of :workflows:runtime {}
[INFO ] 2023-01-31T07:40:05,733Z [Connection worker] internal.TestCordappImpl. - Task :workflows:configureCordappFatJar {}
[INFO ] 2023-01-31T07:40:05,733Z [Connection worker] internal.TestCordappImpl. - Resolve files of :workflows:runtime {}
[INFO ] 2023-01-31T07:40:05,733Z [Connection worker] internal.TestCordappImpl. - Task :workflows:configureCordappFatJar {}
[INFO ] 2023-01-31T07:40:05,733Z [Connection worker] internal.TestCordappImpl. - Resolve files of :workflows:runtime {}
[INFO ] 2023-01-31T07:40:05,733Z [Connection worker] internal.TestCordappImpl. - Task :workflows:configureCordappFatJar {}
[INFO ] 2023-01-31T07:40:05,733Z [Connection worker] internal.TestCordappImpl. - Resolve files of :workflows:runtime {}
[INFO ] 2023-01-31T07:40:05,733Z [Connection worker] internal.TestCordappImpl. - Task :workflows:configureCordappFatJar {}
[INFO ] 2023-01-31T07:40:05,733Z [Connection worker] internal.TestCordappImpl. - Resolve files of :workflows:runtime {}
[INFO ] 2023-01-31T07:40:05,733Z [Connection worker] internal.TestCordappImpl. - Task :workflows:configureCordappFatJar {}
[INFO ] 2023-01-31T07:40:05,733Z [Connection worker] internal.TestCordappImpl. - Run tasks {}
[INFO ] 2023-01-31T07:40:05,733Z [Connection worker] internal.TestCordappImpl. - Task :workflows:inspectClassesForKotlinIC {}
[INFO ] 2023-01-31T07:40:05,736Z [Connection worker] internal.TestCordappImpl. - Run tasks {}
[INFO ] 2023-01-31T07:40:05,736Z [Connection worker] internal.TestCordappImpl. - Task :workflows:jar {}
[INFO ] 2023-01-31T07:40:05,746Z [Connection worker] internal.TestCordappImpl. - Run tasks {}
[INFO ] 2023-01-31T07:40:05,756Z [Connection worker] internal.TestCordappImpl. - Run build {}
[INFO ] 2023-01-31T07:40:05,756Z [Connection worker] internal.TestCordappImpl. - Build model 'java.lang.Void' for project ':workflows' {}
[INFO ] 2023-01-31T07:40:05,756Z [Connection worker] internal.TestCordappImpl. - Run build {}
[INFO ] 2023-01-31T07:40:05,774Z [Connection worker] internal.TestCordappImpl. - Build {}
[INFO ] 2023-01-31T07:40:05,803Z [Connection worker] internal.TestCordappImpl. - Deleting unused version-specific caches in /Users/peter.li/Desktop/obligation-cordapp/.gradle {}
[INFO ] 2023-01-31T07:40:05,804Z [Connection worker] internal.TestCordappImpl. - Build {}
[INFO ] 2023-01-31T07:40:05,834Z [Connection worker] internal.TestCordappImpl. -  {}
[INFO ] 2023-01-31T07:40:10,570Z [Test worker] cordapp.JarScanningCordappLoader. - Looking for CorDapps in [build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/0/cordapps] {}
[INFO ] 2023-01-31T07:40:10,580Z [Test worker] cordapp.JarScanningCordappLoader. - Loading CorDapps from RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/0/cordapps/accounts-contracts-1.0.jar, rootPackageName=null), RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/0/cordapps/accounts-workflows-1.0.jar, rootPackageName=null), RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/0/cordapps/corda-finance-contracts-4.9.jar, rootPackageName=null), RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/0/cordapps/contracts-1.0.jar, rootPackageName=null), RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/0/cordapps/workflows-1.0.jar, rootPackageName=null) {}
[INFO ] 2023-01-31T07:40:10,594Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/0/cordapps/accounts-contracts-1.0.jar {}
[INFO ] 2023-01-31T07:40:10,703Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/0/cordapps/accounts-workflows-1.0.jar {}
[INFO ] 2023-01-31T07:40:10,867Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/0/cordapps/corda-finance-contracts-4.9.jar {}
[INFO ] 2023-01-31T07:40:11,008Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/0/cordapps/contracts-1.0.jar {}
[INFO ] 2023-01-31T07:40:11,019Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/0/cordapps/workflows-1.0.jar {}
[INFO ] 2023-01-31T07:40:12,501Z [Test worker] internal.InternalMockNetwork$MockNode. - MessagingService active change to: false {}
[INFO ] 2023-01-31T07:40:12,686Z [Test worker] internal.InternalMockNetwork$MockNode. - Flow external operation executor has a max of 2 threads {}
[INFO ] 2023-01-31T07:40:12,733Z [Test worker] internal.InternalMockNetwork$MockNode. - Node starting up ... {}
[INFO ] 2023-01-31T07:40:12,752Z [Test worker] internal.KeyStoreHandler. - Loaded trusted root certificate: DL7fwxLm5xbiMD8adUuYTsPZHAict46Ng4w6RNcySt5vAw, alias: cordarootca {}
[INFO ] 2023-01-31T07:40:12,755Z [Test worker] internal.KeyStoreHandler. - Loaded node identity key: DL4Tc2LGbxqqnnKbmj6bKEwhWzJ8uEQ8GP9yEGkmMXgpUY, alias: identity-private-key {}
[INFO ] 2023-01-31T07:40:12,857Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.ShareStateAndSyncAccounts to initiate com.r3.corda.lib.accounts.workflows.flows.ReceiveStateAndSyncAccounts (version 1) {}
[INFO ] 2023-01-31T07:40:12,857Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.ShareStateWithAccount to initiate com.r3.corda.lib.accounts.workflows.flows.ReceiveStateForAccount (version 1) {}
[INFO ] 2023-01-31T07:40:12,857Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.RequestAccountInfo to initiate com.r3.corda.lib.accounts.workflows.flows.RequestAccountInfoHandler (version 1) {}
[INFO ] 2023-01-31T07:40:12,858Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.RequestKeyForAccount to initiate com.r3.corda.lib.accounts.workflows.flows.SendKeyForAccount (version 1) {}
[INFO ] 2023-01-31T07:40:12,858Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.ShareAccountInfo to initiate com.r3.corda.lib.accounts.workflows.flows.ShareAccountInfoHandler (version 1) {}
[INFO ] 2023-01-31T07:40:12,859Z [Test worker] internal.NodeFlowManager. - Registered net.corda.samples.obligation.flows.IOUIssueFlow to initiate net.corda.samples.obligation.flows.IOUIssueFlowResponder (version 1) {}
[INFO ] 2023-01-31T07:40:12,861Z [Test worker] internal.NodeFlowManager. - Registered net.corda.samples.obligation.flows.IOUSettleFlow to initiate net.corda.samples.obligation.flows.IOUSettleFlowResponder (version 1) {}
[INFO ] 2023-01-31T07:40:12,861Z [Test worker] internal.NodeFlowManager. - Registered net.corda.samples.obligation.flows.IOUTransferFlow to initiate net.corda.samples.obligation.flows.IOUTransferFlowResponder (version 1) {}
[INFO ] 2023-01-31T07:40:12,862Z [Test worker] internal.NodeFlowManager. - Registered net.corda.samples.obligation.flows.SyncKey to initiate net.corda.samples.obligation.flows.SyncKeyResponder (version 1) {}
[INFO ] 2023-01-31T07:40:12,933Z [Test worker] internal.InternalMockNetwork$MockNode. - Loaded network parameters: NetworkParameters {
      minimumPlatformVersion=4
      notaries=[NotaryInfo(identity=O=Notary, L=London, C=GB, validating=true)]
      maxMessageSize=10485760
      maxTransactionSize=524288000
      whitelistedContractImplementations {
        
      }
      eventHorizon=PT720H
      packageOwnership {
        
      }
      modifiedTime=2023-01-31T07:39:57.111Z
      epoch=1
  } {}
[INFO ] 2023-01-31T07:40:18,281Z [Test worker] internal.InternalMockNetwork$MockNode. - Connected to H2 database. {}
[INFO ] 2023-01-31T07:40:18,338Z [Test worker] persistence.HibernateConfiguration. - Init HibernateConfiguration for schemas: [CommonSchemaV1(name=net.corda.core.schemas.CommonSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1), NodeInfoSchemaV1(name=net.corda.node.internal.schemas.NodeInfoSchema, version=1), NodeCoreV1(name=net.corda.node.services.schema.NodeSchemaService$NodeCore, version=1), AccountsContractsSchemaV1(name=com.r3.corda.lib.accounts.contracts.internal.schemas.AccountsContractsSchema, version=1), AccountsWorkflowsSchemaV1(name=com.r3.corda.lib.accounts.workflows.internal.schemas.AccountsWorkflowsSchema, version=1), CashSchemaV1(name=net.corda.finance.schemas.CashSchema, version=1), CommercialPaperSchemaV1(name=net.corda.finance.schemas.CommercialPaperSchema, version=1), JPANotarySchemaV1(name=net.corda.notary.jpa.JPANotarySchema, version=1)] {}
[INFO ] 2023-01-31T07:40:18,342Z [Test worker] factory.BaseSessionFactoryFactory. - Creating session factory for schemas: [CommonSchemaV1(name=net.corda.core.schemas.CommonSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1), NodeInfoSchemaV1(name=net.corda.node.internal.schemas.NodeInfoSchema, version=1), NodeCoreV1(name=net.corda.node.services.schema.NodeSchemaService$NodeCore, version=1), AccountsContractsSchemaV1(name=com.r3.corda.lib.accounts.contracts.internal.schemas.AccountsContractsSchema, version=1), AccountsWorkflowsSchemaV1(name=com.r3.corda.lib.accounts.workflows.internal.schemas.AccountsWorkflowsSchema, version=1), CashSchemaV1(name=net.corda.finance.schemas.CashSchema, version=1), CommercialPaperSchemaV1(name=net.corda.finance.schemas.CommercialPaperSchema, version=1), JPANotarySchemaV1(name=net.corda.notary.jpa.JPANotarySchema, version=1)] {}
[INFO ] 2023-01-31T07:40:20,500Z [Test worker] factory.BaseSessionFactoryFactory. - Created session factory for schemas: [CommonSchemaV1(name=net.corda.core.schemas.CommonSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1), NodeInfoSchemaV1(name=net.corda.node.internal.schemas.NodeInfoSchema, version=1), NodeCoreV1(name=net.corda.node.services.schema.NodeSchemaService$NodeCore, version=1), AccountsContractsSchemaV1(name=com.r3.corda.lib.accounts.contracts.internal.schemas.AccountsContractsSchema, version=1), AccountsWorkflowsSchemaV1(name=com.r3.corda.lib.accounts.workflows.internal.schemas.AccountsWorkflowsSchema, version=1), CashSchemaV1(name=net.corda.finance.schemas.CashSchema, version=1), CommercialPaperSchemaV1(name=net.corda.finance.schemas.CommercialPaperSchema, version=1), JPANotarySchemaV1(name=net.corda.notary.jpa.JPANotarySchema, version=1)] {}
[INFO ] 2023-01-31T07:40:20,762Z [Test worker] internal.InternalMockNetwork$MockNode. - Node-info has changed so submitting update. Old node-info was null {}
[INFO ] 2023-01-31T07:40:20,772Z [Test worker] network.PersistentNetworkMapCache. - Adding node with info: NodeInfo(addresses=[mock.node:1000], legalIdentitiesAndCerts=[O=Notary, L=London, C=GB], platformVersion=11, serial=1675150820762), owningKey=DL4Tc2LGbxqqnnKbmj6bKEwhWzJ8uEQ8GP9yEGkmMXgpUY {}
[INFO ] 2023-01-31T07:40:20,772Z [Test worker] network.PersistentNetworkMapCache. - No previous node found for O=Notary, L=London, C=GB {}
[INFO ] 2023-01-31T07:40:20,966Z [Test worker] internal.InternalMockNetwork$MockNode. - New node-info: NodeInfo(addresses=[mock.node:1000], legalIdentitiesAndCerts=[O=Notary, L=London, C=GB], platformVersion=11, serial=1675150820762) {}
[INFO ] 2023-01-31T07:40:21,019Z [Test worker] network.NetworkMapUpdater. - Auto-accept enabled for network parameter changes which modify only: [epoch, modifiedTime, packageOwnership, whitelistedContractImplementations] {}
[INFO ] 2023-01-31T07:40:21,052Z [Test worker] internal.MockNodeMessagingService. - Status change to true {}
[INFO ] 2023-01-31T07:40:21,062Z [Test worker] internal.InternalMockNetwork$MockNode. - MessagingService active change to: true {}
[INFO ] 2023-01-31T07:40:21,116Z [MockNode-1-2] network.PersistentNetworkMapCache. - Adding node with info: NodeInfo(addresses=[mock.node:1000], legalIdentitiesAndCerts=[O=Notary, L=London, C=GB], platformVersion=11, serial=1675150820762), owningKey=DL4Tc2LGbxqqnnKbmj6bKEwhWzJ8uEQ8GP9yEGkmMXgpUY {}
[INFO ] 2023-01-31T07:40:21,116Z [MockNode-1-2] network.PersistentNetworkMapCache. - Previous node was identical to incoming one - doing nothing {}
[INFO ] 2023-01-31T07:40:21,212Z [Test worker] persistence.NodeAttachmentService. - Stored new attachment: id=D370FD972C7E07CE73F4F9B7886D226807F6B16C4EE287398B9C69384109DC14 uploader=app filename=Accounts SDK - States and Contracts {}
[INFO ] 2023-01-31T07:40:21,255Z [Test worker] persistence.NodeAttachmentService. - Stored new attachment: id=BD0C932EAF8B1FE96DCBBF275B914BCD776D14EDC8F97DCEBF7E15DA09C606AE uploader=app filename=Corda Finance Demo {}
[INFO ] 2023-01-31T07:40:21,270Z [Test worker] persistence.NodeAttachmentService. - Stored new attachment: id=8D797B45F40704FA4FD70921F5BC6E2D7B34450D345CE6788D2A87859EF63BD8 uploader=app filename=Obligation Contracts {}
[INFO ] 2023-01-31T07:40:21,284Z [Test worker] internal.InternalMockNetwork$MockNode. - Installed com.r3.corda.lib.accounts.workflows.services.KeyManagementBackedAccountService Corda service {}
[INFO ] 2023-01-31T07:40:21,284Z [Test worker] utilities.NotaryLoader. - Starting notary service: class net.corda.notary.jpa.JPANotaryService {}
[INFO ] 2023-01-31T07:40:22,036Z [Test worker] statemachine.SingleThreadedStateMachineManager. - Node ready, info: NodeInfo(addresses=[mock.node:1000], legalIdentitiesAndCerts=[O=Notary, L=London, C=GB], platformVersion=11, serial=1675150820762) {}
[INFO ] 2023-01-31T07:40:22,047Z [Test worker] network.PersistentNetworkMapCache. - Adding node with info: NodeInfo(addresses=[mock.node:1000], legalIdentitiesAndCerts=[O=Notary, L=London, C=GB], platformVersion=11, serial=1675150820762), owningKey=DL4Tc2LGbxqqnnKbmj6bKEwhWzJ8uEQ8GP9yEGkmMXgpUY {}
[INFO ] 2023-01-31T07:40:22,047Z [Test worker] network.PersistentNetworkMapCache. - Previous node was identical to incoming one - doing nothing {}
[INFO ] 2023-01-31T07:40:22,048Z [Test worker] network.PersistentNetworkMapCache. - Adding node with info: NodeInfo(addresses=[mock.node:1000], legalIdentitiesAndCerts=[O=Notary, L=London, C=GB], platformVersion=11, serial=1675150820762), owningKey=DL4Tc2LGbxqqnnKbmj6bKEwhWzJ8uEQ8GP9yEGkmMXgpUY {}
[INFO ] 2023-01-31T07:40:22,048Z [Test worker] network.PersistentNetworkMapCache. - Previous node was identical to incoming one - doing nothing {}
[INFO ] 2023-01-31T07:40:22,069Z [Test worker] cordapp.JarScanningCordappLoader. - Looking for CorDapps in [build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/1/cordapps] {}
[INFO ] 2023-01-31T07:40:22,070Z [Test worker] cordapp.JarScanningCordappLoader. - Loading CorDapps from RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/1/cordapps/accounts-contracts-1.0.jar, rootPackageName=null), RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/1/cordapps/accounts-workflows-1.0.jar, rootPackageName=null), RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/1/cordapps/corda-finance-contracts-4.9.jar, rootPackageName=null), RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/1/cordapps/contracts-1.0.jar, rootPackageName=null), RestrictedURL(url=file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/1/cordapps/workflows-1.0.jar, rootPackageName=null) {}
[INFO ] 2023-01-31T07:40:22,070Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/1/cordapps/accounts-contracts-1.0.jar {}
[INFO ] 2023-01-31T07:40:22,094Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/1/cordapps/accounts-workflows-1.0.jar {}
[INFO ] 2023-01-31T07:40:22,105Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/1/cordapps/corda-finance-contracts-4.9.jar {}
[INFO ] 2023-01-31T07:40:22,120Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/1/cordapps/contracts-1.0.jar {}
[INFO ] 2023-01-31T07:40:22,126Z [Test worker] cordapp.JarScanningCordappLoader. - Scanning CorDapp in file:/Users/peter.li/Desktop/obligation-cordapp/workflows/build/mock-network/20230131-073957.370-ECD4BC5405C34C06/nodes/1/cordapps/workflows-1.0.jar {}
[INFO ] 2023-01-31T07:40:22,163Z [Test worker] internal.InternalMockNetwork$MockNode. - MessagingService active change to: false {}
[INFO ] 2023-01-31T07:40:22,164Z [Test worker] internal.InternalMockNetwork$MockNode. - Flow external operation executor has a max of 2 threads {}
[INFO ] 2023-01-31T07:40:22,166Z [Test worker] internal.InternalMockNetwork$MockNode. - Node starting up ... {}
[INFO ] 2023-01-31T07:40:22,216Z [Test worker] internal.KeyStoreHandler. - Loaded trusted root certificate: DL7fwxLm5xbiMD8adUuYTsPZHAict46Ng4w6RNcySt5vAw, alias: cordarootca {}
[INFO ] 2023-01-31T07:40:22,216Z [Test worker] internal.KeyStoreHandler. - Loaded node identity key: DL4ZoP3RgkGW15CX3aGiP8qB4W12hkUm2BTVy9zQmzdzVm, alias: identity-private-key {}
[INFO ] 2023-01-31T07:40:22,223Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.ShareStateAndSyncAccounts to initiate com.r3.corda.lib.accounts.workflows.flows.ReceiveStateAndSyncAccounts (version 1) {}
[INFO ] 2023-01-31T07:40:22,223Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.ShareStateWithAccount to initiate com.r3.corda.lib.accounts.workflows.flows.ReceiveStateForAccount (version 1) {}
[INFO ] 2023-01-31T07:40:22,223Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.RequestAccountInfo to initiate com.r3.corda.lib.accounts.workflows.flows.RequestAccountInfoHandler (version 1) {}
[INFO ] 2023-01-31T07:40:22,223Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.RequestKeyForAccount to initiate com.r3.corda.lib.accounts.workflows.flows.SendKeyForAccount (version 1) {}
[INFO ] 2023-01-31T07:40:22,223Z [Test worker] internal.NodeFlowManager. - Registered com.r3.corda.lib.accounts.workflows.flows.ShareAccountInfo to initiate com.r3.corda.lib.accounts.workflows.flows.ShareAccountInfoHandler (version 1) {}
[INFO ] 2023-01-31T07:40:22,223Z [Test worker] internal.NodeFlowManager. - Registered net.corda.samples.obligation.flows.IOUIssueFlow to initiate net.corda.samples.obligation.flows.IOUIssueFlowResponder (version 1) {}
[INFO ] 2023-01-31T07:40:22,223Z [Test worker] internal.NodeFlowManager. - Registered net.corda.samples.obligation.flows.IOUSettleFlow to initiate net.corda.samples.obligation.flows.IOUSettleFlowResponder (version 1) {}
[INFO ] 2023-01-31T07:40:22,223Z [Test worker] internal.NodeFlowManager. - Registered net.corda.samples.obligation.flows.IOUTransferFlow to initiate net.corda.samples.obligation.flows.IOUTransferFlowResponder (version 1) {}
[INFO ] 2023-01-31T07:40:22,223Z [Test worker] internal.NodeFlowManager. - Registered net.corda.samples.obligation.flows.SyncKey to initiate net.corda.samples.obligation.flows.SyncKeyResponder (version 1) {}
[INFO ] 2023-01-31T07:40:22,230Z [Test worker] internal.InternalMockNetwork$MockNode. - Loaded network parameters: NetworkParameters {
      minimumPlatformVersion=4
      notaries=[NotaryInfo(identity=O=Notary, L=London, C=GB, validating=true)]
      maxMessageSize=10485760
      maxTransactionSize=524288000
      whitelistedContractImplementations {
        
      }
      eventHorizon=PT720H
      packageOwnership {
        
      }
      modifiedTime=2023-01-31T07:39:57.111Z
      epoch=1
  } {}
[INFO ] 2023-01-31T07:40:22,995Z [Test worker] internal.InternalMockNetwork$MockNode. - Connected to H2 database. {}
[INFO ] 2023-01-31T07:40:22,996Z [Test worker] persistence.HibernateConfiguration. - Init HibernateConfiguration for schemas: [CommonSchemaV1(name=net.corda.core.schemas.CommonSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1), NodeInfoSchemaV1(name=net.corda.node.internal.schemas.NodeInfoSchema, version=1), NodeCoreV1(name=net.corda.node.services.schema.NodeSchemaService$NodeCore, version=1), AccountsContractsSchemaV1(name=com.r3.corda.lib.accounts.contracts.internal.schemas.AccountsContractsSchema, version=1), AccountsWorkflowsSchemaV1(name=com.r3.corda.lib.accounts.workflows.internal.schemas.AccountsWorkflowsSchema, version=1), CashSchemaV1(name=net.corda.finance.schemas.CashSchema, version=1), CommercialPaperSchemaV1(name=net.corda.finance.schemas.CommercialPaperSchema, version=1)] {}
[INFO ] 2023-01-31T07:40:22,996Z [Test worker] factory.BaseSessionFactoryFactory. - Creating session factory for schemas: [CommonSchemaV1(name=net.corda.core.schemas.CommonSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1), NodeInfoSchemaV1(name=net.corda.node.internal.schemas.NodeInfoSchema, version=1), NodeCoreV1(name=net.corda.node.services.schema.NodeSchemaService$NodeCore, version=1), AccountsContractsSchemaV1(name=com.r3.corda.lib.accounts.contracts.internal.schemas.AccountsContractsSchema, version=1), AccountsWorkflowsSchemaV1(name=com.r3.corda.lib.accounts.workflows.internal.schemas.AccountsWorkflowsSchema, version=1), CashSchemaV1(name=net.corda.finance.schemas.CashSchema, version=1), CommercialPaperSchemaV1(name=net.corda.finance.schemas.CommercialPaperSchema, version=1)] {}
[INFO ] 2023-01-31T07:40:23,151Z [Test worker] factory.BaseSessionFactoryFactory. - Created session factory for schemas: [CommonSchemaV1(name=net.corda.core.schemas.CommonSchema, version=1), VaultSchemaV1(name=net.corda.node.services.vault.VaultSchema, version=1), NodeInfoSchemaV1(name=net.corda.node.internal.schemas.NodeInfoSchema, version=1), NodeCoreV1(name=net.corda.node.services.schema.NodeSchemaService$NodeCore, version=1), AccountsContractsSchemaV1(name=com.r3.corda.lib.accounts.contracts.internal.schemas.AccountsContractsSchema, version=1), AccountsWorkflowsSchemaV1(name=com.r3.corda.lib.accounts.workflows.internal.schemas.AccountsWorkflowsSchema, version=1), CashSchemaV1(name=net.corda.finance.schemas.CashSchema, version=1), CommercialPaperSchemaV1(name=net.corda.finance.schemas.CommercialPaperSchema, version=1)] {}
[INFO ] 2023-01-31T07:40:23,155Z [Test worker] internal.InternalMockNetwork$MockNode. - Node-info has changed so submitting update. Old node-info was null {}
